price,load
34.64,4815
34.29,4724
34.54,4754
38.71,4999
46.22,5516
56.58,6058
50.05,6430
54.38,6682
57.46,6826
55.05,6883
50.15,6894
49.64,6869
49.14,6837
48.01,6819
54.51,6847
69.11,6956
70.14,7031
59.76,6894
54.48,6681
48.84,6425
53,6052
43.68,5601
62.78,5303
58.01,5029
55.03,4867
55.07,4786
50.86,4821
65.32,5076
83.8,5589
83.27,6105
86.87,6470
93.96,6738
92.82,6887
84.14,6932
82.37,6973
68.35,6927
60.21,6890
59.03,6876
67.97,6908
89.13,7031
97.36,7106
84.95,6979
74.48,6778
71.41,6523
65.14,6163
55.89,5704
65.23,5356
73.25,5093
60.92,4925
59.48,4842
59.34,4858
71.19,5121
106.66,5626
117.3,6157
116.04,6510
116.03,6753
117.01,6896
113.61,6959
100.64,6973
96.28,6954
94.94,6931
96.78,6916
110.83,6956
143.26,7041
141.1,7096
130.35,6946
119.43,6740
105.78,6493
100.74,6152
87.18,5722
112.15,5368
109.04,5093
100.46,4934
100.5,4856
98.88,4904
120.91,5160
152.12,5667
163.68,6209
155.96,6600
164.34,6897
162.89,7070
160.41,7150
155.72,7149
143.99,7080
137.74,7023
140.92,6997
135.35,7002
170.54,7106
180.87,7192
162.27,7040
150,6825
138.84,6605
136.81,6317
129.25,5921
103.86,5520
100.4,5303
98.3,5149
97.47,5067
97.14,4969
98.58,4934
101.06,5051
102.16,5379
106.71,5689
124.02,5988
118.49,6180
115.77,6268
105.79,6257
99.04,6208
97.74,6146
98.08,6108
100.19,6150
123,6344
135.53,6510
118.23,6460
111.23,6353
100.64,6232
101.29,6057
95.03,5784
102.54,5418
102.04,5199
97.36,5046
96.48,4972
97.4,4876
92.27,4785
96.73,4783
100.63,4972
105.36,5228
124.35,5510
131.77,5732
127.76,5864
124.06,5910
116.69,5889
116.39,5863
118.78,5870
137.22,5925
170.82,6160
176.03,6423
167.06,6448
166.87,6419
147.32,6343
131.94,6186
122.36,5950
114.18,5651
104.08,5345
103.72,5153
100.57,5070
101.43,5088
112.46,5203
159,5404
167.29,5648
169.41,5949
173.31,6262
174.41,6496
165.36,6613
153.13,6612
143.55,6559
135.11,6502
135.08,6470
150.06,6469
182.61,6588
192.1,6817
177.7,6756
167.35,6631
153.72,6462
133.5,6203
111.76,5842
102.35,5481
101.82,5232
100.1,5081
100,5007
100.95,5033
108.86,5275
154.74,5736
167.39,6255
157.27,6610
166.48,6860
166.38,6981
155.04,7018
142.24,7018
133.61,7002
127.48,6975
127,7001
139.64,7048
167.43,7102
184.8,7169
169.71,7031
150.92,6851
136.92,6617
119.27,6273
110.39,5868
120.89,5517
116.36,5266
115.36,5102
115.46,5024
112.99,5071
130.55,5333
167.87,5840
173.53,6404
176.27,6779
167.2,7032
171.4,7147
169.88,7158
152.8,7145
144.21,7115
136.76,7055
135.17,7067
149.96,7104
183.24,7179
203.16,7280
192.64,7127
168.11,6930
150.97,6677
132,6309
132.78,5857
136.62,5522
129.98,5265
126.29,5107
130.11,5030
133.87,5055
157.52,5316
186.35,5817
207.2,6371
215.74,6759
211.8,7021
213.79,7150
211.83,7185
199,7187
187.46,7177
186.76,7172
184.24,7202
211.72,7245
240.3,7296
310.14,7364
273.41,7233
232.63,7055
196.38,6814
171.93,6486
165.58,6081
181.68,5715
166.91,5399
159.87,5215
159.71,5134
168.7,5191
195.12,5434
223.5,5920
226.65,6450
256.67,6861
234.92,7155
243.44,7302
242.13,7342
214.69,7316
210,7253
194,7190
191.52,7182
205.29,7179
217.09,7244
290.56,7345
245.91,7189
214.62,6985
190.83,6767
184.81,6487
184.6,6125
111.26,5764
105.46,5522
101.28,5360
99.78,5279
100.7,5187
100.05,5119
100.27,5213
107.1,5531
118.17,5886
129.58,6197
123.39,6391
110.91,6449
99.5,6423
87.71,6385
83.52,6318
82.91,6300
95.77,6337
117.98,6501
136.79,6656
109.96,6588
97.43,6480
88.93,6359
78.61,6188
74.34,5939
83.38,5575
76.47,5274
72.56,5067
72.59,4962
69.66,4844
71.66,4721
76.57,4739
82.74,4944
87.3,5231
91.96,5498
93.87,5683
96.42,5775
96.62,5792
86.43,5796
82.58,5784
81.22,5768
84.81,5823
102.62,6008
143.67,6202
109.69,6199
97.54,6149
87.28,6063
80.49,5899
66.44,5673
114.46,5418
107.26,5130
104.5,4960
104.49,4889
117.01,4950
130.24,5181
141.16,5652
165.4,6184
168.94,6652
175.44,6962
173.3,7143
159.94,7213
154.62,7235
148.51,7234
141.68,7211
145.42,7229
162,7256
199.28,7328
232.44,7454
219.76,7337
201.28,7141
178.58,6891
155.24,6535
151.29,6110
159.49,5820
152.55,5450
150.92,5240
153.74,5155
160.69,5231
183.24,5465
203.04,5948
233.91,6466
235.15,6903
227.03,7207
212.79,7360
202.67,7385
179.84,7378
166.29,7357
160.62,7306
161.51,7305
182.63,7338
203.64,7394
231.53,7480
225.83,7335
206.61,7091
177.84,6796
149.3,6396
145.61,5920
120.61,5621
118.43,5330
112.92,5156
111.64,5064
116.45,5112
127.43,5346
157.74,5807
172.98,6297
171.72,6709
166.2,6974
169,7106
157.65,7161
150.46,7158
135.64,7115
127.62,7073
124.77,7053
136.46,7078
167.65,7155
197.28,7272
178.8,7159
161.53,6958
135.27,6701
116.25,6349
118.98,5910
133.21,5575
126.59,5260
122.87,5076
124.82,4984
129.85,5019
140.67,5252
166.14,5708
181.57,6214
181.18,6639
183.21,6911
186.36,7062
174.47,7111
164.1,7105
150.42,7102
139,7069
138.3,7067
151.13,7104
179.68,7144
218.84,7243
198.59,7100
181.64,6898
161.06,6651
143.01,6310
143.8,5882
128.29,5536
122.74,5230
119.42,5049
118.6,4957
126.39,4991
140.28,5232
164.51,5713
183.62,6245
188.5,6674
192.42,6952
197.04,7099
185.68,7129
177.48,7111
160.45,7079
151.65,7013
150.93,6987
161.42,6994
203.27,7051
215.49,7166
210.19,7040
193.77,6837
166.4,6637
144.02,6356
141.02,5982
123.42,5643
108.26,5375
102.8,5214
99.3,5127
100.74,5018
112.5,4951
120.96,5037
123.32,5318
129.45,5642
133.02,5943
134.45,6129
123.55,6206
114.81,6182
105.39,6130
101.32,6063
99.65,6033
106.46,6048
135.78,6255
167.71,6503
151.97,6506
133.98,6414
124.74,6304
110.28,6141
112.04,5887
88,5614
81.28,5347
77.15,5178
73.15,5100
74.97,5010
69.45,4889
61.19,4900
70.79,5132
71.52,5376
96.21,5635
70.17,5813
67.58,5893
66.92,5895
58.14,5883
53.72,5853
55.22,5841
53.13,5902
66.09,6096
91.96,6308
79.91,6347
74.93,6297
60.93,6178
61.63,5973
51.1,5692
47.04,5365
45.01,5057
44.67,4874
42.89,4799
46.5,4895
49.82,5100
66.4,5573
71.61,6093
75.27,6431
80.27,6673
94.38,6791
80.9,6829
75.7,6833
74.04,6813
70,6798
71.47,6792
69.58,6804
74.98,6871
97.9,7019
88.78,6962
74.75,6789
69.57,6540
68.61,6173
65.38,5735
65,5393
61.26,5118
58.76,4964
60.23,4898
58.2,4986
65.74,5244
89,5734
106.37,6303
101.61,6658
100,6906
86.2,7021
84.17,7045
78.49,7029
74.81,6991
70.19,6953
70.57,6939
75.75,6971
82.62,7006
114.27,7127
92.59,7034
76,6827
59.77,6543
54.77,6129
53.26,5637
52.41,5279
46.17,4950
47.73,4754
46.79,4662
44.04,4723
49.64,4948
61.55,5437
73.44,5969
73.7,6303
78.07,6527
71.31,6624
69.97,6659
68.37,6665
62.98,6648
60.08,6637
59.87,6643
63.42,6681
75.28,6715
91.19,6809
80,6723
66.9,6540
59.6,6301
50.5,5939
43.98,5492
55.71,5147
54.95,4900
51.44,4750
51.75,4679
57.67,4725
63.29,4981
88.88,5473
103.9,6027
103.62,6393
107.75,6638
117.77,6765
116.35,6821
110.43,6842
103.78,6841
100.73,6835
98.95,6848
109.43,6884
130.24,6912
157.58,7025
145.06,6923
123.22,6735
111.39,6481
96.36,6135
84.72,5692
109.74,5383
103.32,5099
101.24,4934
101.32,4860
104.91,4937
119.15,5196
151.34,5691
158,6229
156.78,6608
156.19,6872
155,7001
151.38,7053
143.72,7044
134.85,6983
126.15,6922
128.64,6903
142.26,6897
155.88,6925
178.99,7056
158.03,6965
150,6761
128.16,6517
113.62,6212
108.57,5824
105.17,5475
99.75,5269
95.09,5122
91.76,5043
93.96,4943
96.54,4895
95.72,4989
102.64,5272
112.72,5563
115.91,5837
99.82,6000
85.71,6074
78.66,6060
73.56,6009
68.45,5945
67.36,5922
72.73,5949
83.95,6098
104.93,6294
92.51,6301
83.21,6221
79.49,6100
73.12,5936
69.02,5682
59.55,5288
54.15,4974
47.05,4756
44.57,4647
47.53,4677
40.7,4719
51.46,4834
55.48,4970
58.94,5137
54.82,5296
54.06,5408
50.75,5467
44.88,5476
41.55,5469
40.73,5458
42.77,5455
47.97,5478
54.99,5567
71.97,5807
65.15,5877
51,5809
44,5638
42.72,5361
40.25,5116
39.99,4820
38.06,4650
37.43,4561
39.41,4547
41.81,4820
43.98,5266
54.38,5824
56.87,6216
65.95,6453
66,6568
62.91,6619
57.13,6634
52.52,6631
50.18,6617
49.63,6613
51.34,6620
57.19,6581
68.85,6463
79.95,6578
70.72,6524
57.51,6297
47.88,5960
41.85,5501
42.3,5047
40.27,4729
38.09,4563
39.22,4472
41.71,4453
46.44,4696
52.49,5181
60.9,5743
60.3,6147
65.34,6386
63.05,6495
59.71,6539
54.46,6553
50.76,6546
48.74,6532
47.2,6532
48.98,6548
57.46,6537
57.3,6389
77.84,6454
64.14,6369
51.62,6127
44.15,5776
42.12,5304
31.59,4825
28.93,4605
26.74,4457
26.86,4373
27.2,4351
32.33,4562
43.56,5051
46.48,5630
42.65,6050
42.61,6295
40.99,6394
41.73,6426
37.6,6427
36,6417
35.09,6377
34.51,6353
35.25,6360
38.71,6339
41.8,6228
53.33,6318
48.05,6279
37.77,6060
31.89,5740
30.74,5293
27.52,4834
24.94,4602
24.02,4468
23.37,4400
24.25,4385
28.06,4575
37.88,5098
42.57,5665
39.73,6052
40.01,6283
42.63,6384
43.77,6414
40.06,6425
39,6407
35.94,6367
36.43,6359
37.69,6371
39.29,6333
43.79,6220
53.08,6325
45.95,6273
39.7,6049
35.14,5729
30.9,5305
32.94,4926
29.1,4694
27.65,4545
26.48,4472
27.39,4460
32.92,4659
40.65,5141
47.46,5689
43.16,6059
44.86,6296
46.14,6416
45.86,6460
42.68,6467
40.65,6435
39.11,6370
37.51,6322
38.51,6310
39.4,6265
40.84,6139
47.76,6196
40.93,6101
36.25,5862
34.72,5569
32.1,5202
30.11,4857
26.88,4657
25.75,4494
25.86,4397
25.88,4352
26.09,4355
32.62,4536
34.14,4751
36.19,4970
38.13,5192
38.31,5365
37.44,5474
36,5510
33.55,5490
31.32,5455
31.37,5419
33.26,5400
35.17,5390
37.12,5412
40.94,5564
38.69,5560
33.3,5424
30.63,5231
28.35,4969
26.34,4739
24.2,4542
22.14,4384
21.8,4285
21.85,4239
22.19,4229
20.65,4347
23.15,4476
26.02,4612
29.99,4796
32.92,4959
32.52,5082
32.43,5148
28.71,5158
27.61,5151
27.46,5148
29.33,5159
32.18,5189
34.48,5238
39.16,5456
37.08,5533
33.57,5451
29.91,5254
27.18,4957
28.66,4735
27.36,4586
25.96,4415
26.15,4347
27.12,4358
29.81,4605
37.77,5113
43.18,5694
42.02,6066
43.45,6307
43.3,6405
42.91,6432
39.17,6420
36.88,6399
33.64,6364
33.3,6336
35.69,6333
36.81,6350
38.62,6237
45.91,6286
41.59,6218
34.51,5989
30.41,5637
28.14,5171
27.93,4817
26.59,4532
25.42,4382
25.13,4312
25.62,4317
28.28,4508
37.12,5015
42.61,5618
41.14,6008
43.49,6258
43.63,6351
43.61,6372
39.97,6372
39.29,6358
37.86,6329
37.09,6295
38.79,6291
40.6,6281
43.1,6219
51.12,6307
44.9,6264
39.74,6066
34.91,5754
32.87,5322
32.17,4937
30.36,4637
29.44,4512
29.31,4454
30.48,4458
33.41,4622
45.73,5173
53.17,5771
51,6143
54.47,6397
56.21,6512
56.26,6544
51.32,6529
48.52,6514
42.59,6480
43.2,6456
44.93,6462
45.12,6456
47.16,6393
57.31,6447
52.51,6397
48.34,6188
40.65,5869
38.69,5434
39.37,4990
37.12,4697
35.76,4556
35.99,4494
37.07,4499
40.78,4667
57,5211
72.15,5778
61.89,6154
56.43,6400
55.68,6520
54.49,6552
50.27,6548
47.56,6515
41.99,6457
40.83,6441
44.08,6445
45.45,6417
49.56,6361
63.54,6407
54.81,6339
47.1,6129
39.88,5791
38.46,5376
36.93,4992
33.2,4717
33.28,4555
32.76,4472
34.46,4476
39,4663
59.1,5151
63.61,5710
63.96,6117
64.96,6394
64.89,6538
60.81,6592
56.81,6588
55.4,6550
49.59,6491
48.79,6454
49.56,6443
50.27,6427
54.81,6322
67.22,6315
57.89,6226
53.19,6020
45.05,5729
38.42,5369
39.99,5027
36.6,4756
34.52,4552
32.93,4441
32.04,4415
33.69,4450
37.14,4611
37.4,4844
40.83,5112
47.58,5383
45.38,5589
44.08,5700
40.12,5714
37.55,5662
34.26,5596
33,5533
33.8,5502
35.05,5504
39.21,5582
48.01,5717
43.78,5749
38.49,5634
34.01,5423
31.71,5144
37.28,4864
33.9,4654
31.83,4461
31.46,4358
31.81,4332
32.17,4344
33.32,4438
33.52,4578
37.15,4746
42.1,4971
42.22,5171
41.19,5301
38.85,5349
37.85,5343
35.59,5318
34.84,5302
34.96,5297
38.8,5322
42.81,5444
60.06,5648
56.57,5742
43.63,5679
39.16,5489
36.79,5179
41.21,4961
39.21,4769
38.02,4613
38.86,4544
39.49,4562
45.93,4796
78.85,5300
83.74,5871
74.83,6272
75.31,6549
69.52,6691
66.8,6739
56.76,6747
55.21,6722
50.14,6657
48.97,6637
50.29,6630
51,6609
55.64,6517
81.86,6561
72.09,6535
60.33,6328
48.14,5988
42.96,5505
43.85,5093
40.2,4799
38.17,4637
38.34,4561
40.09,4576
47.46,4807
83.53,5287
90.91,5859
82,6268
69.14,6521
59.38,6614
58.07,6629
51.84,6603
48.43,6572
45.35,6526
45,6504
45.76,6492
47.56,6472
49.08,6376
66.24,6418
62.83,6404
51.17,6201
42.95,5869
37.03,5408
34.74,4981
32.74,4706
31.45,4542
31.24,4466
32.4,4472
36.86,4690
52.17,5166
59.31,5752
53,6140
52.28,6380
49.35,6483
45.83,6480
44.04,6449
41.63,6423
38.73,6397
37.63,6383
38.92,6379
41.03,6367
41.74,6243
52.95,6233
49.27,6196
40.05,5993
33.72,5673
